"Date","Price","Open","High","Low","Vol.","Change %"
"10/23/2013","1,166.67","1,177.65","1,177.65","1,166.51","242.11M","-1.34%"
"10/22/2013","1,182.46","1,178.91","1,182.46","1,176.42","315.87M","0.39%"
"10/21/2013","1,177.83","1,181.13","1,181.16","1,176.12","132.83M","-0.12%"
"10/20/2013","1,179.27","1,175.75","1,179.61","1,172.68","113.42M","0.66%"
"10/17/2013","1,171.56","1,176.20","1,179.56","1,169.82","154.55M","-0.44%"
"10/16/2013","1,176.69","1,173.38","1,177.55","1,171.26","105.41M","0.27%"
"10/15/2013","1,173.47","1,172.94","1,174.43","1,165.40","164.39M","0.48%"
"10/14/2013","1,167.87","1,161.69","1,168.54","1,157.94","127.73M","0.64%"
"10/13/2013","1,160.41","1,172.89","1,174.90","1,160.41","105.23M","-0.59%"
"10/10/2013","1,167.35","1,161.51","1,171.29","1,160.80","201.99M","0.59%"
"10/09/2013","1,160.51","1,154.56","1,166.78","1,153.73","170.73M","0.09%"
"10/08/2013","1,159.52","1,158.80","1,161.19","1,154.89","244.30M","0.22%"
"10/07/2013","1,156.94","1,149.76","1,156.94","1,145.96","332.87M","0.34%"
"10/06/2013","1,153.06","1,150.14","1,154.18","1,148.83","117.95M","1.42%"
"10/03/2013","1,136.91","1,149.65","1,151.30","1,136.91","273.09M","-1.01%"
"10/02/2013","1,148.53","1,148.99","1,157.93","1,144.83","136.40M","-0.17%"
"10/01/2013","1,150.47","1,147.17","1,150.79","1,146.95","146.06M","0.70%"
"09/30/2013","1,142.51","1,142.97","1,145.20","1,137.32","287.57M","-0.48%"
"09/29/2013","1,147.99","1,139.26","1,150.64","1,139.26","135.89M","1.07%"
"09/24/2013","1,135.82","1,141.85","1,141.85","1,133.96","184.67M","-0.16%"
"09/23/2013","1,137.66","1,133.46","1,148.66","1,133.18","118.70M","0.71%"
"09/22/2013","1,129.62","1,124.92","1,132.55","1,121.26","73.62M","0.56%"
"09/17/2013","1,123.38","1,115.50","1,123.56","1,109.00","112.66M","0.66%"
"09/16/2013","1,116.05","1,118.51","1,120.66","1,114.15","122.83M","0.35%"
"09/15/2013","1,112.16","1,103.42","1,112.16","1,102.73","115.29M","1.60%"
"09/12/2013","1,094.62","1,098.80","1,100.29","1,094.62","171.96M","-0.27%"
"09/11/2013","1,097.62","1,096.08","1,101.66","1,094.85","128.50M","0.16%"
"09/10/2013","1,095.89","1,087.84","1,097.19","1,086.55","199.13M","1.41%"
"09/09/2013","1,080.65","1,071.34","1,081.34","1,070.71","144.73M","1.13%"
"09/08/2013","1,068.62","1,087.26","1,088.57","1,068.62","105.23M","-1.24%"
"09/03/2013","1,082.06","1,089.08","1,090.26","1,076.86","160.77M","-0.80%"
"09/02/2013","1,090.82","1,088.70","1,090.82","1,084.43","91.61M","0.52%"
"09/01/2013","1,085.23","1,083.90","1,085.81","1,081.88","100.03M","0.33%"
"08/29/2013","1,081.68","1,077.60","1,081.68","1,071.20","219.45M","1.12%"
"08/28/2013","1,069.69","1,057.68","1,069.69","1,052.90","170.98M","0.89%"
"08/27/2013","1,060.23","1,073.85","1,073.85","1,058.05","231.33M","-2.02%"
